feature,n_models,mean_pos_mean,mean_neg_mean,mean_pos_median,mean_neg_median,mean_mean_gap,mean_median_gap,mean_p95_gap,mean_ks_stat,max_ks_stat,mean_wasserstein_distance,mean_distribution_sep_score
555,1,0.1482200686336015,0.04011436447685635,0.0332127398055198,-0.01277251413016815,0.10810570415674514,0.04598525393568795,-0.43182948436854285,0.10750695088044486,0.10750695088044486,0.15861751308544308,0.25580739205017017
19,8,0.12000897467930202,-0.008435684720770671,0.0576938510841126,0.0661008836780716,0.12844465940007269,-0.008407032593958995,0.01807512007701606,0.14916074554628772,0.14916074554628772,0.14825527019736984,0.25557604522971794
441,1,0.17503309045208387,-0.012382163605922997,0.0769413443265533,0.0394248513379855,0.18741525405800688,0.037516492988567796,0.4807470601535029,0.09660179178251467,0.09660179178251467,0.1911883170692657,0.25463480312425174
563,8,-0.01952164570709094,0.045518959010344674,-0.0790054285279027,-0.02601385585824085,-0.06504060471743561,-0.05299157266966185,-0.6668244226486191,0.12834929461435485,0.12834929461435485,0.22015598159926025,0.2545494232190174
408,1,-0.056786868644274825,0.0035809757312883148,-0.2275460305159455,-0.14159295785801063,-0.06036784437556314,-0.08595307265793486,-0.3588080354484482,0.11536402018329729,0.11536402018329729,0.12905585155741933,0.2534455224575619
558,1,0.16134686366547743,-0.011130029583681166,-0.2144666443349351,-0.2681645575859497,0.1724768932491586,0.05369791325101461,0.9419210627708698,0.09899083513541344,0.09899083513541344,0.18054322310979698,0.2530450875343404
352,1,-0.06661056189490942,0.003789957024276005,-0.0027668511932103,-0.1208510403462136,-0.07040051891918543,0.11808418915300331,-0.20701634410885805,0.10298630419112347,0.10298630419112347,0.16579152317056423,0.251991862081537
132,8,0.04142552681563266,-0.0032810726303815784,0.1206272744032266,-0.153901283072972,0.04470659944601424,0.2745285574761986,-0.27863714813230045,0.12336525589537638,0.12336525589537638,0.2328777129825432,0.25185429678031923
90,8,-0.15490007986264026,0.0112867208360612,-0.1152094003781243,0.00195802103176035,-0.16618680069870145,-0.11716742140988465,-0.3805417680028742,0.1337246421583771,0.1337246421583771,0.19592084917848726,0.25172999991194867
562,3,-0.2257921924208666,-0.01655270944231932,0.05089083951058251,0.1887927251301679,-0.20923948297854725,-0.13790188561958538,-0.3153883427831796,0.12132633096488517,0.12132633096488518,0.21931067641847649,0.25145904174887573
181,1,-0.11589136927853355,0.008365176435503066,-0.2752714679620462,-0.0822180283626469,-0.12425654571403662,-0.1930534395993993,-0.16014660330405062,0.10689939244156112,0.10689939244156112,0.15179875329620618,0.25119962968391585
87,1,-0.1045054667617449,0.007413635676250923,0.3709854694814207,0.3785300589878589,-0.11191910243799581,-0.007544589506438215,0.01735255586480655,0.09775512305632787,0.09775512305632787,0.1764001319334253,0.2487904593179536
419,3,0.08493242100734405,-0.005877686792864191,0.123432226206676,-0.12585488728293895,0.09081010780020822,0.24928711348961496,-0.007003250076750289,0.13265369168983626,0.13265369168983626,0.14713338881232815,0.24828898464387775
68,3,-0.17500709240783138,0.011938970013857207,-0.0762207838821816,0.05681070481166304,-0.18694606242168862,-0.13303148869384465,0.3063856874962201,0.10403665945834621,0.10403665945834621,0.2441675949504897,0.24827012206104251
NA_112,3,0.3132530120481928,0.45726495726495725,0.0,0.0,-0.14401194521676447,0.0,0.0,0.1440119452167645,0.1440119452167645,0.14401194521676453,0.24548878904535174
553,5,0.20429054928450982,-0.02369334101717907,-0.064152850818067,-0.10084600104094603,0.22798389030168892,0.03669315022287904,0.23216993306911204,0.10363505303264339,0.10363505303264339,0.268597383901329,0.24524537871314306
249,3,0.45705189854317974,-0.03242333981118274,-0.0713974120796145,-0.0713974120796145,0.4894752383543624,0.0,0.0,0.02409638554216868,0.024096385542168676,0.48947523835436196,0.24521785032928278
