anchor_rank,feature,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,top_corr_companion,top_corr_companion_abs_corr,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,redundancy_cluster,cluster_size,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,mean_split_validation_score,validation_pass_rate,direction_consistent_rate,n_models_y,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,redundancy_cluster_y,cluster_size_y
51,447,review_anchor,raw_feature,0.3062821842913947,drop,review,low,-2.1898837225034216,0.19349191428624807,0.15455457663077846,0.03893733765546961,,,-0.3449633075281349,0.21881196049174606,0.09295644114921223,0.1347358977581404,0.0,0.021621621621621623,0.01116751269035533,0,,0,,,0,,,,,0.008364049874226799,0.9995704543827618,-0.0242878439088613,-2.1898837225034216,-1.6543313939956958,-0.6463704613021152,-0.0242878439088613,0.6656158107189954,1.6551013574072875,2.5704514944287897,0.0,21,1,0.19349191428624807,0.6428571428571429,0.4625,-0.31618741070602346,0.0,0.021621621621621623,0.01116751269035533,1.0,low,,,,,,,1.251932608559943,0.33019251071429684,0.4502778378832768,0.06960927296905127,0.7924977127477584,0.36033198151928786,1,1,0,0,C049,1.0,1.0,-0.1461660285228511,-0.16136729548922757,0.36033198151928786,0.22258048514799245,0.0,0.7924977127477584,,,,1,1,0,0,0,1.0,0.3062821842913947,0,,drop,1170,83,-0.11659433247577403,-0.1704538724317124,C049,1.0
52,80,review_anchor,raw_feature,0.3049174486593017,drop,review,low,-1.927801836297647,0.1707574386531841,0.12006126435382794,0.05069617429935616,,,-0.46320473324812,0.43372549469715027,0.17211409741530223,0.29060188840804485,0.07142857142857142,0.021621621621621623,0.01116751269035533,0,,0,,,0,,,,,0.018263400813392294,0.9785086329772352,0.2079215442052925,-1.9310969523704231,-1.683210658673382,-0.4002511136712588,0.2079215442052925,0.5618414186886368,1.6090577829285757,2.2781290674834693,0.0,22,1,0.1707574386531841,0.5357142857142857,0.4875,-0.22349980917713838,0.07142857142857142,0.021621621621621623,0.01116751269035533,1.0,low,,,,,,,1.422252543917507,0.29139629735961864,0.4770496358382868,0.07586108543286178,0.8388078340550799,0.3587264101874138,1,1,0,0,C050,1.0,1.0,-0.0610206680143697,0.31110370575993085,0.3587264101874138,0.4411954027274772,0.0,0.8388078340550799,,,,1,1,0,0,0,1.0,0.3049174486593017,0,,drop,1170,83,-0.19804969528308036,0.1469008761909228,C050,1.0
13,437,review_anchor,raw_feature,0.30397812211736747,drop,monitor_first,high,2.1996667600893356,0.10538055142730103,0.026981305656938306,0.07839924577036272,,,0.5460634522176749,0.22631730092415536,0.07622284007826176,0.307897590960793,0.05287466157031375,0.013080900864121928,0.010125803967312393,0,,0,,,0,,,,,-0.0182902693286138,0.8580606433342548,-0.14556072820496846,-1.4204610639287905,-1.0706806967814058,-0.5633756891613506,-0.14556072820496846,0.3993317336458089,1.3951737520887482,2.2953722425955467,0.0,23,3,0.2513686427597865,0.7967032967032966,0.17916666666666667,0.33903090870209596,0.05287466157031375,0.013080900864121928,0.010125803967312393,1.0,high,,,,,,,3.905687618204724,0.17983112619766267,0.5401222895893347,0.13637322982857694,0.9637753681649851,0.3576213201380794,1,1,1,1,C013,1.0,1.0,0.03668840664221236,0.2676225530388898,0.3576213201380794,0.23021508752938066,0.0,0.9637753681649851,,,,3,1,0,0,2,0.6666666666666666,0.30397812211736747,0,,drop,1170,83,0.25877739954452084,-0.1088723215627561,C013,1.0
53,53,review_anchor,raw_feature,0.2994703151580604,drop,review,low,-2.040715253598513,0.2187901675353118,0.20484471172136726,0.013945455813944546,,,0.009851330668382745,0.17174007922972137,0.07101225414478426,0.11529687672535235,0.0,0.0,0.01015228426395939,0,,0,,,0,,,,,-0.0005157552025848644,1.02220072014363,0.06594771017015225,-1.9957955702131407,-0.9780839935133072,-0.328854194584102,0.06594771017015225,0.4432028636019897,1.022245657241543,1.355633932367354,0.0,24,1,0.2187901675353118,0.5,0.425,0.011737464664271821,0.0,0.0,0.01015228426395939,1.0,low,,,,,,,1.0680781832089146,0.37336379147715487,0.39337785436963146,0.06230619875650961,0.7249790517995891,0.35231801783301225,1,1,0,0,C051,1.0,1.0,-0.026320126983625243,-0.007018700528964139,0.35231801783301225,0.1746979007381454,0.0,0.7249790517995891,,,,1,1,0,0,0,1.0,0.2994703151580604,0,,drop,1170,83,0.007471771607034426,0.039627583186527,C051,1.0
54,366,review_anchor,raw_feature,0.2964532109788803,drop,false_positive_risk,high,2.6619679344246707,0.26464134585349725,0.2843591829176072,-0.019717837064109955,,,0.1372312102709829,0.26946771632516714,0.11818556276387601,0.1505039017066598,0.03571428571428571,0.03783783783783784,0.01015228426395939,0,,0,,,0,,,,,-0.006580312726326475,0.998719888458546,-0.2532753092445194,-0.9532630937413604,-0.8297358376536824,-0.5003298214198749,-0.2532753092445194,0.199657963076966,1.4349305239537444,3.4311309823305995,0.0,25,1,0.26464134585349725,0.5357142857142857,0.525,-0.010665284078642277,0.03571428571428571,0.03783783783783784,0.01015228426395939,1.0,high,,,,,,,0.9306586941845898,0.4516084858042428,0.3167353341335711,0.05641029204555,0.6182243053368659,0.348768483504565,1,0,0,0,,,1.0,0.041175752029226104,0.5682253780033131,0.348768483504565,0.2741086679932187,0.0,0.6182243053368659,,,,1,1,0,0,0,1.0,0.2964532109788803,0,,drop,1170,83,0.08654866834608035,-0.2120995572152933,,
14,22,review_anchor,raw_feature,0.2955416013173407,drop,monitor_first,low,-1.5079081540618302,0.13971976769582573,0.08372920311405395,0.05599056458177178,,,-0.5939227777403576,0.34297402167418417,0.11886520440737308,0.37753942115822275,0.07584806497849976,0.05006794914939434,0.010125803967312393,0,,0,,,0,,,,,0.02333274960280841,0.9380948503960365,-0.11591631030131135,-3.8865417397689894,-0.9216983980720348,-0.4113389692902653,-0.11591631030131135,0.5248655082727407,1.3481043895291747,2.3575938289754608,0.0,26,3,0.36721558187950426,0.8507326007326007,0.4041666666666666,-0.2571607893108178,0.07584806497849976,0.05006794914939434,0.010125803967312393,1.0,low,,,,,,,1.6687101094883556,0.23843074302139913,0.48910357886244565,0.08416983953836227,0.8875866277484675,0.3476960015498126,1,1,1,1,C014,1.0,1.0,-0.05958809314834016,0.07049858907690942,0.3476960015498126,0.3488809476677471,0.0,0.8875866277484675,,,,3,3,0,0,0,1.0,0.2955416013173407,0,,drop,1170,83,-0.32756801165219507,-0.1755044034496515,C014,1.0
55,545,review_anchor,raw_feature,0.2953185188290259,drop,review,flat,,0.16631477998517413,0.1255891065714316,0.04072567341374251,1.0,7.0,-0.4026488398589427,0.40458824635217977,0.16876737720111215,0.33960984229235436,,,,0,,0,,,0,,,,,0.015734566537522497,1.0225309425433973,-0.3737353644723715,-1.852502578832725,-1.2245533407693352,-0.3737353644723715,-0.3737353644723715,0.44046527068648245,2.1921219633099454,2.905040559378996,0.0,27,5,0.4570392068444738,0.9627329192546584,0.8418835616438356,-0.27536671926796075,,,,1.0,flat,7.0,7.0,0.4570392068444738,0.4570392068444738,supervised,Base,1.3242771170649175,0.2838149334289962,0.45434941103682447,0.07232064979976928,0.8313862492096018,0.3474335515635599,1,1,0,0,C052,1.0,0.0,0.0,-1.1365337626659011,0.3474335515635599,0.41155633337347036,0.0,0.8313862492096018,,,,5,4,0,0,1,0.8,0.2953185188290259,0,,drop,1170,83,-0.21613956397271483,-0.3737353644723715,C052,1.0
15,70,review_anchor,raw_feature,0.2951678153039904,drop,monitor_first,low,-1.8968954560732378,0.11508122434564254,0.04812578444756612,0.06695543989807641,2.0,8.5,-0.6327273374942243,0.27775785494328936,0.12704149933065595,0.24625488145636157,0.09675107501194458,0.05665221253096329,0.010125803967312393,0,,0,,,0,,,,,0.016966713357365413,0.9935933080407583,-0.0063912545482866494,-2.1988743771036803,-1.4220522157602717,-0.649778680645709,-0.0063912545482866494,0.6309126179508935,1.6061682194492686,2.2161484397090803,0.0,28,3,0.26795437232655805,0.8928571428571429,0.3125,-0.3889384211828339,0.09675107501194458,0.05665221253096329,0.010125803967312393,1.0,low,8.0,9.0,0.03864465035518476,0.04840294537553844,supervised,ANOVA,2.391259190196173,0.19638525228784534,0.5140677343703463,0.10471558106669979,0.9353871585923025,0.3472562532988122,1,1,1,1,C015,1.0,1.0,-0.17597077468759115,-0.2959007006721299,0.3472562532988122,0.28254158487499653,0.1111111111111111,0.9353871585923025,,,,3,1,0,0,2,0.6666666666666666,0.2951678153039904,0,,drop,1170,83,-0.22881287342029258,-0.1823620292358778,C015,1.0
56,55,review_anchor,raw_feature,0.2914926710106639,drop,review,low,-1.5133650072331442,0.17452221494041836,0.143788068525605,0.030734146414813365,4.0,7.5,0.003092675826787695,0.3441022020819269,0.1625476264030481,0.26334811309178363,0.005555555555555556,0.012367556272949701,0.013988248343578128,0,,0,,,0,,,,,-2.322829379847436e-05,0.9827245198524569,-0.0576745531609328,-2.063508891213612,-1.4013888184583587,-0.7392687457031054,-0.0576745531609328,0.6628678789550781,1.8527365979358403,2.298693941056292,0.0,29,8,0.42477090430774134,0.5649361689616837,0.4190068493150685,-0.07743244164943708,0.005555555555555556,0.012367556272949701,0.013988248343578128,1.0,low,6.0,10.0,0.3309032165553797,0.42477090430774134,supervised,"RFERF,RFEXGB",1.2137461524447726,0.2978208600559208,0.43160131527035867,0.06814275797053859,0.8069526393260917,0.3429325541301928,1,1,0,0,C053,1.0,1.0,-0.17526707808227288,0.2122679056774215,0.3429325541301928,0.3500285583464572,0.3333333333333333,0.8069526393260917,,,,8,8,0,0,0,1.0,0.2914926710106639,0,,drop,1170,83,0.012895445055161875,-0.2329416312432057,C053,1.0
57,129,review_anchor,raw_feature,0.29002044847018554,drop,review,high,1.8677663386634549,0.1874430635513279,0.1666372296062581,0.020805833945069775,6.0,7.0,0.6432631381869592,0.6393252961283873,0.2628153640201833,0.45592167876014605,0.025116612535145917,0.0063081181538431575,0.01180807893290211,0,,0,,,0,,,,,-0.030547655679397344,1.0090057739763882,0.3447014723017579,-2.586191061861077,-2.251188763486736,-0.3118328236715443,0.3447014723017579,0.499160921192766,1.117080354943316,1.811658045833748,0.0,30,10,0.41267470516548105,0.8240442868417116,0.5782020547945206,0.16327919860305173,0.025116612535145917,0.0063081181538431575,0.01180807893290211,1.0,high,5.0,9.0,0.23425585957622216,0.41267470516548105,supervised,"RFERF,RFEXGB",1.1248570562186568,0.31987019198347605,0.4089971424662087,0.06462866391807726,0.7762757529511448,0.341200527611983,1,1,0,0,C054,1.0,1.0,0.11584458666825607,0.22396620089196184,0.341200527611983,0.6503361802519393,0.5555555555555556,0.7762757529511448,,,,10,6,0,0,4,0.6,0.29002044847018554,0,,drop,1170,83,0.42531475532099694,0.460546058970014,C054,1.0
58,441,review_anchor,raw_feature,0.28710892608887795,drop,review,high,1.9404391460586967,0.1478428944393413,0.107048236675782,0.04079465776355928,,,0.42787492982389225,0.25463480312425174,0.09660179178251467,0.1911883170692657,0.17857142857142858,0.05405405405405406,0.013197969543147208,0,,0,,,0,,,,,-0.012382163605922997,0.9900512876132214,0.0394248513379855,-2.15957758769192,-1.7436804654186548,-0.7292612925027752,0.0394248513379855,0.6814928313423305,1.562594466673836,2.043341526827339,0.0,31,1,0.1478428944393413,0.5357142857142857,0.5625,0.15996525687914548,0.17857142857142858,0.05405405405405406,0.013197969543147208,1.0,high,,,,,,,1.3810866860620454,0.25229279831288726,0.45450647037281866,0.07439128425673618,0.8562788987503813,0.3377752071633858,1,1,0,0,C055,1.0,1.0,0.037516492988567796,0.4807470601535029,0.3377752071633858,0.2590202925269135,0.0,0.8562788987503813,,,,1,1,0,0,0,1.0,0.28710892608887795,0,,drop,1170,83,0.17503309045208387,0.0769413443265533,C055,1.0
16,582,review_anchor,raw_feature,0.2837569877386465,drop,monitor_first,high,2.267512710595244,0.12951177768700323,0.08279790475852575,0.046713872928477465,2.0,7.5,0.4491570085047293,0.337451489774526,0.1462774173617547,0.3136199584357518,0.07202307836600984,0.01885069673202526,0.010546598067821971,0,,0,,,0,,,,,-0.017660026101505157,0.989617613791099,-0.0119429441999272,-2.243118023994286,-1.6197941825660718,-0.6724980748078616,-0.0119429441999272,0.648612186408007,1.60941964911046,2.339333068432252,0.0,32,10,0.30566460547399693,0.735505369621804,0.3856849315068493,0.23605936794939003,0.07202307836600984,0.01885069673202526,0.010546598067821971,1.0,high,5.0,10.0,0.13768992982517628,0.21622404157388297,supervised,"ANOVA,RFEXGB",1.5641914860613344,0.22101088409451314,0.4679829763611733,0.0807440323092356,0.8888369727275619,0.33383175028076056,1,1,1,1,C016,1.0,1.0,0.330277565303967,0.6395374673613485,0.33383175028076056,0.34326330306226605,0.1111111111111111,0.8888369727275619,,,,10,6,0,0,4,0.6,0.2837569877386465,0,,drop,1170,83,0.2553901563035078,0.3183346211040398,C016,1.0
17,561,review_anchor,raw_feature,0.28253620057782086,drop,monitor_first,high,2.7244401058375343,0.13080167494276734,0.08630838647506574,0.04449328846770161,,,0.18304967350454018,0.18466674696570376,0.09766244465039646,0.14804852378036787,0.0,0.011055122919529698,0.011778811730814546,0,,0,,,0,,,,,-0.008697867761789088,0.9954518251739228,-0.1418928528745252,-1.2639324287057805,-1.154998125447634,-0.8878640409246422,-0.1418928528745252,0.5756706611338218,1.8801494306088664,2.7244401058375343,0.0,33,3,0.27872628172442726,0.45445134575569357,0.38658675799086756,0.11024778815079007,0.0,0.011055122919529698,0.011778811730814546,1.0,high,,,,,,,1.51551523884131,0.22321208415507043,0.46292728587695914,0.07910062282530708,0.8841238610137664,0.332395530091554,1,1,1,1,C017,1.0,1.0,0.17090035069888346,0.010363054589516363,0.332395530091554,0.18784720011627695,0.0,0.8841238610137664,,,,3,3,0,0,0,1.0,0.28253620057782086,0,,drop,1170,83,0.12958815655500605,0.0290074978243583,C017,1.0
59,439,review_anchor,raw_feature,0.2818526085197717,drop,review,low,-1.1835461519119583,0.188848805908919,0.179983504662383,0.008865301246536006,,,-0.06643547705700965,0.23337566644983693,0.10742457007517249,0.11624653776686682,0.0,0.005405405405405406,0.01015228426395939,0,,0,,,0,,,,,0.006122751135810272,1.0171012173210898,-0.13303675738377396,-1.1817813822796672,-0.9920425243066741,-0.5944331445246497,-0.13303675738377396,0.3821086758914193,1.3779912400702965,2.149516143464283,0.0,34,1,0.188848805908919,0.6428571428571429,0.6,0.11639104816183557,0.0,0.005405405405405406,0.01015228426395939,1.0,low,,,,,,,1.0492561874665445,0.3222690808475542,0.38181167007965816,0.0615222158297415,0.7583572761204046,0.33159130414090787,1,1,0,0,C056,1.0,1.0,-0.051049633575307146,-0.09435688793912145,0.33159130414090787,0.23739501690585244,0.0,0.7583572761204046,,,,1,1,0,0,0,1.0,0.2818526085197717,0,,drop,1170,83,-0.08854353850047865,-0.1840863909590811,C056,1.0
60,511,review_anchor,raw_feature,0.2817392764101193,drop,review,high,2.1089976557873755,0.14306414750361807,0.1064617407629499,0.03660240674066817,1.0,8.0,0.409743095369827,0.32116760016120605,0.14846050870147257,0.2595169378440646,0.0,0.01817575989179174,0.010544636069501543,0,,0,,,0,,,,,-0.01782157997115354,0.9928694368691442,-0.8374816063277984,-0.8374816063277984,-0.8374816063277984,-0.8374816063277984,-0.8374816063277984,0.8198488898034861,1.9122241370714448,2.112149611725955,0.0,35,5,0.24079912297838055,0.743167701863354,0.3808904109589041,0.21661764893710928,0.0,0.01817575989179174,0.010544636069501543,1.0,high,8.0,8.0,0.24079912297838055,0.24079912297838055,supervised,RFEXGB,1.34380808052132,0.24413790225640206,0.44496181040682825,0.07303818213035099,0.8570663179651968,0.3314579722471992,1,1,0,0,C057,1.0,1.0,0.8841361865241671,0.06440815382957088,0.3314579722471992,0.3266989615057823,0.0,0.8570663179651968,,,,5,3,0,0,2,0.6,0.2817392764101193,0,,drop,1170,83,0.24041617427910766,0.0466545801963687,C057,1.0
61,280,review_anchor,raw_feature,0.2809070278773041,drop,false_positive_risk,low,-1.3885290333048865,0.21618624172400785,0.2260502217657787,-0.009863980041770855,3.0,6.333333333333333,-0.22653184009727,0.3031961552590273,0.15355782102770055,0.22010764130278374,0.0,0.0108676162985453,0.010612241093234628,0,,0,,,0,,,,,0.013262983495224088,1.0177594608263898,-0.1676321209516629,-1.3910582315142226,-1.1330408017866058,-0.5911257746079336,-0.1676321209516629,0.4127110340587817,1.46517118814529,4.4897001227578315,0.0,36,8,0.4511380216668713,0.7420637989559411,0.6638270547945205,-0.053003050584137366,0.0,0.0108676162985453,0.010612241093234628,1.0,low,5.0,9.0,0.3664044215021754,0.4511380216668713,supervised,"RFERF,RFEXGB",0.9563637674640665,0.3689202114726889,0.33916999134234965,0.05754442030891708,0.696508902726763,0.33047885632624013,1,0,0,0,,,1.0,-0.09410970081250447,-0.475253989103147,0.33047885632624013,0.3084180004644034,0.2222222222222222,0.696508902726763,,,,8,8,0,0,0,1.0,0.2809070278773041,0,,drop,1170,83,-0.19125403380620762,-0.2617418217641674,,
18,302,review_anchor,raw_feature,0.27926138528560834,drop,monitor_first,high,1.7925441895572967,0.09226336501988064,0.03455410093800743,0.057709264081873206,,,0.37557368914805184,0.20194532820812552,0.07218618061991557,0.16895902380090563,0.03571428571428571,0.005405405405405406,0.01015228426395939,0,,0,,,0,,,,,-0.005131723039894386,0.9657631208895564,-0.1092330677323429,-1.1632356890762567,-0.9693889621466546,-0.5434248039997411,-0.1092330677323429,0.3764433619253614,1.195286841352875,1.753331053593968,0.0,37,1,0.09226336501988064,0.39285714285714285,0.4875,0.433564530871473,0.03571428571428571,0.005405405405405406,0.01015228426395939,1.0,high,,,,,,,2.670113315505092,0.1574467452825713,0.4930166084550469,0.11149149539744477,0.9536082648933121,0.3285428062183628,1,1,1,1,C018,1.0,1.0,-0.021441567223081298,-0.01244109540036975,0.3285428062183628,0.20542336454058094,0.0,0.9536082648933121,,,,1,1,0,0,0,1.0,0.27926138528560834,0,,drop,1170,83,0.0671359581098969,-0.1306746349554242,C018,1.0
19,26,review_anchor,raw_feature,0.2751460650748854,drop,monitor_first,high,-1.467783860019842,0.11337537142051196,0.06888785590968047,0.044487515510831493,,,-0.7050267226032082,0.28409397163784966,0.07587272165585418,0.4043208864978684,0.04937091893613632,0.013192249199597638,0.011213292244184292,0,,0,,,0,,,,,0.025167491465277487,0.9028999709998305,0.248332993531762,-5.42841506520982,-0.4494373270069208,-0.16363329241799351,0.248332993531762,0.3357158643513532,0.4322248160583142,0.49835658634130675,0.0,38,3,0.3119065406307984,0.7290969899665551,0.25,-0.18348631579494343,0.04937091893613632,0.013192249199597638,0.011213292244184292,1.0,high,,,,,,,1.6457961991030683,0.19347422697530997,0.46291414236288453,0.08343041642656861,0.9075123624497385,0.323701253029277,1,1,1,1,C019,1.0,1.0,-0.004136467257731702,0.0034384384079900743,0.323701253029277,0.2889868263721254,0.0,0.9075123624497385,,,,3,3,0,0,0,1.0,0.2751460650748854,0,,drop,1170,83,-0.3600989594485167,0.2441965262740303,C019,1.0
20,38,review_anchor,raw_feature,0.27360036035889695,drop,monitor_first,high,3.1542226957645902,0.09636001530624157,0.04597747019293894,0.05038254511330261,2.0,2.0,0.33195733883596074,0.46407150751653264,0.1563690660076202,0.4693374269524326,0.06569517439082656,0.06378209195110603,0.010125803967312393,0,,0,,,0,,,,,-0.015065480916366307,0.9414912979373775,-0.036757726536534,-1.867519015225292,-1.254612462445622,-0.5740037227824868,-0.036757726536534,0.3664289725030453,1.4709610081816258,3.352274757606222,0.0,39,3,0.17966030709116204,0.8809523809523809,0.3499999999999999,0.017827219216669982,0.06569517439082656,0.06378209195110603,0.010125803967312393,1.0,high,2.0,2.0,0.05470986941378132,0.07034231462365358,supervised,ANOVA,2.095809423656376,0.16443764848677872,0.4763355841462612,0.09689948729287606,0.9382714479565487,0.32188277689281997,1,1,1,1,C020,1.0,1.0,0.1666774038008928,1.6886315321188008,0.32188277689281997,0.47206405469908697,0.1111111111111111,0.9382714479565487,,,,3,2,0,1,0,0.6666666666666666,0.27360036035889695,0,,drop,1170,83,0.2122340412419048,0.1299196772643588,C020,1.0
21,562,review_anchor,raw_feature,0.2684664222086133,drop,monitor_first,low,-2.0656648886209372,0.09439531492153737,0.04892530884497757,0.0454700060765598,,,-0.4092315825191785,0.25145904174887573,0.12132633096488517,0.21931067641847649,0.1359691033604077,0.019694035738126368,0.010125803967312393,0,,0,,,0,,,,,-0.01655270944231932,0.9182856138209927,0.1887927251301679,-2.0832248848202584,-1.7986506654416234,-0.35718416562746996,0.1887927251301679,0.3031963520964664,1.3299275015325127,2.576899212927047,0.0,40,3,0.21667877165066524,0.8214285714285715,0.2791666666666667,-0.3329889086725124,0.1359691033604077,0.019694035738126368,0.010125803967312393,1.0,low,,,,,,,1.9293759640973125,0.1610849019122262,0.46515101661456115,0.09216105402059462,0.9343137310381435,0.3158428496571921,1,1,1,1,C021,1.0,1.0,-0.13790188561958538,-0.3153883427831796,0.3158428496571921,0.2557898360835962,0.0,0.9343137310381435,,,,3,1,0,0,2,0.6666666666666666,0.2684664222086133,0,,drop,1170,83,-0.2257921924208666,0.0508908395105825,C021,1.0
62,103,review_anchor,raw_feature,0.2682522782376582,drop,review,high,1.959307832629013,0.12057630001211099,0.0884707471876022,0.0321055528245088,5.0,3.2,1.4225343911555135,0.9830689350248261,0.3521470497374112,0.7639390297672425,0.11385379250689243,0.08871370446332248,0.010534757417325936,0,,0,,,0,,,,,-0.0512052619209145,0.9690765412077489,-0.1376096352374962,-1.812685262786136,-1.3798593199925044,-0.6606621340817238,-0.1376096352374962,0.4508244259622606,1.5623109860062447,2.342313024907689,0.0,41,10,0.25613444411579056,0.8661938355859778,0.6261643835616438,0.3425750581221877,0.11385379250689243,0.08871370446332248,0.010534757417325936,1.0,high,2.0,6.0,0.041098120409300394,0.05525434367629766,supervised,"ANOVA,RFERF",1.3628945594460615,0.20576255798854776,0.4347236492585309,0.07373363144400291,0.8812207131193652,0.3155909155737155,1,1,0,0,C058,1.0,1.0,0.7845787482663422,0.761695201441905,0.3155909155737155,1.0,0.4444444444444444,0.8812207131193652,,,,10,0,0,5,5,0.5,0.2682522782376582,0,,drop,1170,83,0.7032917842146326,0.6469691130288461,C058,1.0
63,NA_109,review_anchor,raw_feature,0.26600552953987117,drop,false_positive_risk,flat,,0.22770517309168772,0.26565603527363557,-0.03795086218194785,,,0.30905247834764804,0.12695838582777835,0.061270723921326334,0.06127072392132632,,,,0,,0,,,0,,,,,0.6495726495726496,0.47730780717771915,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42,1,0.22770517309168772,0.21428571428571427,0.25,0.16081731839128693,,,,1.0,flat,,,,,,,0.8571428571428575,0.3885771820653366,0.2752235010036194,0.05308138034150175,0.6433348261609229,0.31294768181161314,1,0,0,0,,,0.0,0.0,0.0,0.31294768181161314,0.12914494732210433,0.0,0.6433348261609229,,,,1,1,0,0,0,1.0,0.26600552953987117,0,,drop,1170,83,0.7108433734939759,1.0,,
64,40,review_anchor,raw_feature,0.2650417943872563,drop,false_positive_risk,low,-2.6377157220048573,0.2162512414869077,0.24806886646406245,-0.03181762497715476,,,-0.1906767662934344,0.37644512270470104,0.16841725877870456,0.19353147452636096,0.0,0.010810810810810811,0.012182741116751269,0,,0,,,0,,,,,0.012196498530649835,0.9865966740369561,0.4442404635267338,-2.6377157220048573,-2.3233581420974225,0.2937479706889684,0.4442404635267338,0.5223827504897601,0.5828439478148578,0.6393421422900756,0.0,43,1,0.2162512414869077,0.35714285714285715,0.3375,0.0769819745086344,0.0,0.010810810810810811,0.012182741116751269,1.0,low,,,,,,,0.8717387416217175,0.36903113308399704,0.289187279243726,0.05375266711193165,0.6669470532061035,0.3118138757497133,1,0,0,0,,,1.0,-0.0552788089829469,0.017437212539473612,0.3118138757497133,0.3829285101916016,0.0,0.6669470532061035,,,,1,1,0,0,0,1.0,0.2650417943872563,0,,drop,1170,83,-0.17332833757746177,0.3889616545437869,,
65,43,review_anchor,raw_feature,0.2642161266532924,drop,review,high,2.3875636941757974,0.14809210229355063,0.137548189161781,0.01054391313176963,2.0,7.5,-0.01941996852762985,0.0445690782146144,0.05953042940994748,0.08149252987433965,0.0,0.007612365780855651,0.010425360050051083,0,,0,,,0,,,,,0.0026265196809553758,1.0034662209030853,-0.31483133666434765,-1.6631538290172596,-1.3009797754619015,-0.7693046065821947,-0.31483133666434765,0.8692764807062637,1.7069563903256468,2.366995892730458,0.0,44,6,0.3729842200931759,0.628325417257973,0.29583333333333334,-0.06317668930775981,0.0,0.007612365780855651,0.010425360050051083,1.0,high,6.0,9.0,0.36288512664860595,0.3729842200931759,supervised,RFERF,1.0766561391758356,0.25271806966014043,0.38563343064980077,0.06266112799853144,0.8153301928634723,0.3108425019450499,1,1,0,0,C059,1.0,1.0,0.08074987786799095,-0.16786827337829457,0.3108425019450499,0.045336676428992105,0.1111111111111111,0.8153301928634723,,,,6,6,0,0,0,1.0,0.2642161266532924,0,,drop,1170,83,-0.03729928111174986,-0.2340814587963567,C059,1.0
